date,CGB,CSI300,STAR50
2024-07-05,136.828,3.458,0.731
2024-07-08,136.561,3.434,0.724
2024-07-09,136.729,3.471,0.742
2024-07-10,136.815,3.463,0.743
2024-07-11,136.808,3.509,0.751
2024-07-12,136.916,3.519,0.752
2024-07-15,136.968,3.526,0.748
2024-07-16,136.967,3.551,0.764
2024-07-17,136.999,3.556,0.762
2024-07-18,136.958,3.577,0.769
2024-07-19,137.05,3.6,0.784
2024-07-22,137.341,3.571,0.787
2024-07-23,137.486,3.501,0.756
2024-07-24,137.488,3.479,0.746
2024-07-25,137.508,3.459,0.748
2024-07-26,137.567,3.474,0.753
2024-07-29,137.544,3.454,0.74
2024-07-30,137.564,3.431,0.743
2024-07-31,137.661,3.508,0.778
2024-08-01,137.887,3.483,0.774
2024-08-02,138.088,3.447,0.762
2024-08-05,138.139,3.408,0.738
2024-08-06,137.94,3.408,0.748
2024-08-07,138.131,3.401,0.742
2024-08-08,138.011,3.405,0.745
2024-08-09,137.826,3.393,0.742
2024-08-12,137.204,3.389,0.742
2024-08-13,137.609,3.394,0.746
2024-08-14,137.736,3.37,0.736
2024-08-15,137.6,3.408,0.743
2024-08-16,137.577,3.41,0.74
2024-08-19,137.636,3.419,0.739
2024-08-20,137.614,3.403,0.728
2024-08-21,137.467,3.388,0.726
2024-08-22,137.743,3.379,0.719
2024-08-23,137.944,3.393,0.72
2024-08-26,137.946,3.394,0.715
2024-08-27,137.856,3.377,0.708
2024-08-28,137.901,3.357,0.704
2024-08-29,137.827,3.347,0.713
2024-08-30,137.785,3.392,0.728
2024-09-02,138.106,3.332,0.703
2024-09-03,138.289,3.344,0.708
2024-09-04,138.337,3.323,0.705
2024-09-05,138.423,3.33,0.705
2024-09-06,138.468,3.302,0.696
2024-09-09,138.541,3.261,0.687
2024-09-10,138.659,3.261,0.692
2024-09-11,138.866,3.254,0.695
2024-09-12,138.651,3.243,0.69
2024-09-13,138.845,3.228,0.683
2024-09-18,138.879,3.238,0.678
2024-09-19,138.695,3.265,0.683
2024-09-20,138.794,3.274,0.678
2024-09-23,138.824,3.283,0.674
2024-09-24,138.672,3.427,0.699
2024-09-25,138.997,3.474,0.7
2024-09-26,138.89,3.64,0.728
2024-09-27,138.31,3.869,0.792
2024-09-30,137.844,4.233,0.95
2024-10-08,137.79,4.412,1.14
2024-10-09,138.07,4.022,1.096
2024-10-10,138.398,4.086,1.026
2024-10-11,138.47,3.977,0.951
2024-10-14,138.448,4.04,0.974
2024-10-15,138.484,3.931,0.946
2024-10-16,138.503,3.906,0.923
2024-10-17,138.691,3.863,0.926
2024-10-18,138.537,4.016,1.041
2024-10-21,138.519,4.016,1.05
2024-10-22,138.325,4.04,1.037
2024-10-23,138.186,4.055,1.032
2024-10-24,138.24,4.011,1.029
2024-10-25,138.228,4.04,1.045
2024-10-28,138.255,4.046,1.039
2024-10-29,138.392,4.013,1.028
2024-10-30,138.435,3.971,1.008
2024-10-31,138.424,3.971,1.02
2024-11-01,138.631,3.979,0.99
2024-11-04,138.69,4.032,1.004
2024-11-05,138.678,4.137,1.05
2024-11-06,138.729,4.111,1.053
2024-11-07,138.849,4.248,1.087
2024-11-08,138.902,4.194,1.081
2024-11-11,138.94,4.215,1.13
2024-11-12,139.131,4.169,1.105
2024-11-13,139.13,4.195,1.116
2024-11-14,139.137,4.124,1.08
2024-11-15,139.235,4.055,1.04
2024-11-18,139.16,4.038,1.02
2024-11-19,139.129,4.058,1.052
2024-11-20,139.224,4.068,1.055
2024-11-21,139.311,4.073,1.064
2024-11-22,139.337,3.953,1.022
2024-11-25,139.45,3.931,1.008
2024-11-26,139.423,3.923,1.002
2024-11-27,139.364,3.987,1.038
2024-11-28,139.462,3.958,1.034
2024-11-29,139.539,4.001,1.06
2024-12-02,139.844,4.031,1.068
2024-12-03,139.817,4.035,1.057
2024-12-04,139.938,4.014,1.05
2024-12-05,139.968,4.007,1.053
2024-12-06,139.925,4.057,1.067
2024-12-09,139.937,4.054,1.054
2024-12-10,140.373,4.085,1.063
2024-12-11,140.382,4.075,1.059
2024-12-12,140.563,4.117,1.063
2024-12-13,141.055,4.02,1.042
2024-12-16,141.163,3.996,1.025
2024-12-17,140.963,4.007,1.019
2024-12-18,140.955,4.024,1.033
2024-12-19,141.0,4.03,1.045
2024-12-20,141.437,4.018,1.065
2024-12-23,141.361,4.022,1.052
2024-12-24,141.253,4.069,1.069
2024-12-25,140.995,4.072,1.072
2024-12-26,140.997,4.073,1.081
2024-12-27,141.288,4.067,1.074
2024-12-30,141.003,4.086,1.077
2024-12-31,141.216,4.022,1.045
2025-01-02,141.411,3.909,1.009
2025-01-03,141.787,3.869,0.993
2025-01-06,141.789,3.853,0.989
2025-01-07,141.558,3.88,1.018
2025-01-08,141.603,3.874,1.017
2025-01-09,141.298,3.866,1.015
2025-01-10,141.209,3.823,1.005
2025-01-13,141.039,3.808,1.005
2025-01-14,141.111,3.906,1.037
2025-01-15,141.267,3.883,1.032
2025-01-16,141.243,3.885,1.011
2025-01-17,141.178,3.898,1.02
2025-01-20,141.189,3.917,1.022
2025-01-21,141.219,3.922,1.031
2025-01-22,141.31,3.886,1.029
2025-01-23,141.146,3.897,1.021
2025-01-24,141.004,3.929,1.029
2025-01-27,141.496,3.907,1.009
2025-02-05,141.459,3.887,1.037
2025-02-06,141.594,3.932,1.067
2025-02-07,141.511,3.988,1.076
2025-02-10,141.281,3.992,1.094
2025-02-11,141.248,3.976,1.08
2025-02-12,141.25,4.014,1.099
2025-02-13,141.227,4.004,1.073
2025-02-14,140.926,4.034,1.078
2025-02-17,140.832,4.041,1.093
2025-02-18,140.637,4.012,1.066
2025-02-19,140.817,4.033,1.092
2025-02-20,140.583,4.021,1.091
2025-02-21,140.45,4.075,1.157
2025-02-24,140.064,4.062,1.161
2025-02-25,140.253,4.021,1.162
2025-02-26,140.265,4.054,1.186
2025-02-27,140.207,4.067,1.185
2025-02-28,140.254,3.994,1.133
2025-03-03,140.6,3.981,1.119
2025-03-04,140.594,3.977,1.139
2025-03-05,140.546,3.994,1.142
2025-03-06,140.417,4.049,1.181
2025-03-07,140.137,4.039,1.167
2025-03-10,139.905,4.023,1.163
2025-03-11,139.581,4.035,1.158
2025-03-12,140.073,4.025,1.15
2025-03-13,140.091,4.005,1.126
2025-03-14,140.066,4.106,1.146
2025-03-17,139.779,4.094,1.14
2025-03-18,139.88,4.103,1.146
2025-03-19,139.792,4.109,1.131
2025-03-20,139.965,4.076,1.119
2025-03-21,139.912,4.01,1.095
2025-03-24,139.844,4.027,1.101
2025-03-25,140.017,4.029,1.083
2025-03-26,140.176,4.013,1.081
2025-03-27,140.227,4.027,1.092
2025-03-28,140.197,4.008,1.081
2025-03-31,140.187,3.984,1.074
2025-04-01,140.18,3.982,1.076
2025-04-02,140.282,3.979,1.074
2025-04-03,140.794,3.959,1.068
2025-04-07,141.217,3.695,0.97
2025-04-08,141.103,3.73,0.986
2025-04-09,141.184,3.766,1.028
2025-04-10,141.318,3.829,1.042
2025-04-11,141.365,3.84,1.061
2025-04-14,141.243,3.848,1.064
2025-04-15,141.246,3.851,1.054
2025-04-16,141.364,3.86,1.061
2025-04-17,141.276,3.863,1.066
2025-04-18,141.217,3.873,1.059
2025-04-21,141.099,3.875,1.07
2025-04-22,141.15,3.878,1.066
2025-04-23,141.021,3.882,1.063
2025-04-24,140.903,3.882,1.052
2025-04-25,141.029,3.882,1.054
2025-04-28,140.991,3.876,1.051
2025-04-29,141.176,3.869,1.053
2025-04-30,141.283,3.866,1.062
2025-05-06,141.208,3.903,1.078
2025-05-07,141.17,3.927,1.081
2025-05-08,141.45,3.95,1.077
2025-05-09,141.41,3.945,1.056
2025-05-12,141.345,3.99,1.063
2025-05-13,141.251,3.994,1.06
2025-05-14,141.135,4.045,1.065
2025-05-15,141.037,4.011,1.05
2025-05-16,140.943,3.989,1.044
2025-05-19,141.012,3.983,1.045
2025-05-20,141.059,4.003,1.048
2025-05-21,141.044,4.019,1.045
2025-05-22,141.043,4.017,1.039
2025-05-23,141.149,3.988,1.03
2025-05-26,141.146,3.967,1.035
2025-05-27,141.094,3.946,1.028
2025-05-28,141.101,3.942,1.023
2025-05-29,140.943,3.966,1.04
2025-05-30,141.076,3.959,1.03
2025-06-03,141.069,3.957,1.034
2025-06-04,141.159,3.974,1.04
2025-06-05,141.226,3.984,1.051
2025-06-06,141.341,3.986,1.047
2025-06-09,141.39,3.995,1.053
2025-06-10,141.406,3.972,1.032
2025-06-11,141.399,4.004,1.031
2025-06-12,141.369,4.006,1.027
2025-06-13,141.398,3.98,1.022
2025-06-16,141.429,3.99,1.021
2025-06-17,141.583,3.989,1.012
2025-06-18,141.599,3.904,1.018
2025-06-19,141.605,3.873,1.012
2025-06-20,141.63,3.878,1.006
2025-06-23,141.601,3.891,1.012
2025-06-24,141.548,3.936,1.029
2025-06-25,141.512,4.001,1.048
2025-06-26,141.55,3.986,1.041
2025-06-27,141.645,3.963,1.041
2025-06-30,141.581,3.982,1.056
2025-07-01,141.631,3.988,1.048
2025-07-02,141.711,3.992,1.035
2025-07-03,141.729,4.015,1.036
2025-07-04,141.762,4.032,1.035
2025-07-07,141.741,4.014,1.029
2025-07-08,141.631,4.048,1.044
2025-07-09,141.629,4.045,1.036
2025-07-10,141.537,4.065,1.033
2025-07-11,141.499,4.079,1.047
2025-07-14,141.427,4.078,1.046
2025-07-15,141.567,4.078,1.048
2025-07-16,141.576,4.069,1.049
2025-07-17,141.568,4.102,1.057
2025-07-18,141.556,4.132,1.06
2025-07-21,141.469,4.157,1.061
2025-07-22,141.395,4.201,1.069
2025-07-23,141.341,4.199,1.074
2025-07-24,141.074,4.225,1.086
2025-07-25,141.105,4.203,1.109
2025-07-28,141.238,4.214,1.11
2025-07-29,141.064,4.235,1.125
2025-07-30,141.203,4.232,1.112
2025-07-31,141.313,4.155,1.101
2025-08-01,141.321,4.133,1.091
2025-08-04,141.293,4.152,1.104
2025-08-05,141.337,4.183,1.109
2025-08-06,141.351,4.194,1.113
2025-08-07,141.451,4.193,1.112
2025-08-08,141.508,4.183,1.096
2025-08-11,141.341,4.202,1.103
2025-08-12,141.313,4.228,1.124
2025-08-13,141.411,4.263,1.133
2025-08-14,141.358,4.256,1.142
2025-08-15,141.345,4.295,1.158
2025-08-18,141.047,4.327,1.183
2025-08-19,141.058,4.305,1.17
2025-08-20,140.996,4.364,1.208
2025-08-21,141.058,4.378,1.208
2025-08-22,141.021,4.479,1.323
2025-08-25,141.14,4.565,1.356
2025-08-26,141.146,4.541,1.336
2025-08-27,141.184,4.475,1.337
2025-08-28,141.116,4.559,1.433
2025-08-29,141.148,4.601,1.412
2025-09-01,141.259,4.616,1.431
2025-09-02,141.257,4.59,1.394
2025-09-03,141.402,4.549,1.365
2025-09-04,141.488,4.456,1.282
2025-09-05,141.279,4.554,1.326
2025-09-08,141.251,4.555,1.328
2025-09-09,141.231,4.528,1.307
2025-09-10,141.155,4.538,1.321
2025-09-11,141.256,4.66,1.393
2025-09-12,141.301,4.621,1.406
2025-09-15,141.39,4.629,1.409
2025-09-16,141.475,4.62,1.426
2025-09-17,141.632,4.653,1.44
2025-09-18,141.54,4.594,1.45
2025-09-19,141.385,4.604,1.431
2025-09-22,141.497,4.619,1.479
2025-09-23,139.922,4.622,1.475
2025-09-24,139.804,4.663,1.53
2025-09-25,139.752,4.695,1.548
2025-09-26,139.856,4.651,1.524
2025-09-29,139.821,4.728,1.543
2025-09-30,140.028,4.741,1.57
2025-10-09,140.123,4.816,1.618
2025-10-10,140.093,4.719,1.528
2025-10-13,140.134,4.692,1.546
2025-10-14,140.181,4.645,1.481
2025-10-15,140.14,4.706,1.501
2025-10-16,140.146,4.721,1.487
2025-10-17,140.246,4.624,1.433
2025-10-20,140.122,4.64,1.437
2025-10-21,140.142,4.71,1.477
2025-10-22,140.168,4.695,1.476
2025-10-23,140.128,4.713,1.473
2025-10-24,140.119,4.77,1.535
2025-10-27,140.166,4.826,1.558
2025-10-28,140.445,4.802,1.545
2025-10-29,140.561,4.862,1.565
2025-10-30,140.674,4.823,1.535
2025-10-31,140.69,4.756,1.488
2025-11-03,140.628,4.763,1.47
2025-11-04,140.621,4.729,1.455
2025-11-05,140.626,4.735,1.46
2025-11-06,140.56,4.805,1.509
2025-11-07,140.589,4.795,1.487
2025-11-10,140.585,4.807,1.478
2025-11-11,140.602,4.763,1.457
2025-11-12,140.66,4.765,1.449
2025-11-13,140.604,4.812,1.469
2025-11-14,140.587,4.741,1.431
2025-11-17,140.613,4.71,1.422
2025-11-18,140.621,4.683,1.427
2025-11-19,140.579,4.697,1.413
2025-11-20,140.652,4.676,1.396
2025-11-21,140.614,4.564,1.351
2025-11-24,140.63,4.557,1.36
2025-11-25,140.633,4.597,1.369
2025-11-26,140.481,4.626,1.382
2025-11-27,140.473,4.622,1.379
2025-11-28,140.528,4.635,1.393
2025-12-01,140.575,4.687,1.404
2025-12-02,140.54,4.666,1.387
2025-12-03,140.552,4.645,1.375
2025-12-04,140.411,4.657,1.394
2025-12-05,140.483,4.698,1.394
2025-12-08,140.468,4.732,1.42
2025-12-09,140.545,4.708,1.414
2025-12-10,140.566,4.702,1.415
2025-12-11,140.66,4.668,1.392
2025-12-12,140.621,4.694,1.418
2025-12-15,140.562,4.667,1.389
2025-12-16,140.536,4.62,1.361
2025-12-17,140.629,4.699,1.396
2025-12-18,140.713,4.668,1.376
2025-12-19,140.787,4.688,1.38
2025-12-22,140.715,4.73,1.405
2025-12-23,140.952,4.74,1.41
2025-12-24,140.894,4.757,1.423
2025-12-25,140.847,4.766,1.422
2025-12-26,140.285,4.784,1.419
2025-12-29,140.116,4.763,1.417
2025-12-30,140.093,4.773,1.433
2025-12-31,140.096,4.753,1.417
2026-01-05,139.965,4.844,1.479
2026-01-06,139.86,4.919,1.505
2026-01-07,139.783,4.901,1.52
2026-01-08,139.904,4.863,1.531
2026-01-09,139.893,4.885,1.554
2026-01-12,139.962,4.913,1.594
2026-01-13,140.002,4.896,1.549
2026-01-14,140.093,4.866,1.579
2026-01-15,140.148,4.875,1.573
2026-01-16,140.238,4.859,1.593
2026-01-19,140.229,4.738,1.586
2026-01-20,140.318,4.724,1.56
2026-01-21,140.315,4.73,1.616
2026-01-22,140.302,4.727,1.622
2026-01-23,140.349,4.704,1.635
2026-01-26,140.322,4.712,1.615
2026-01-27,140.335,4.71,1.64
2026-01-28,140.357,4.725,1.635
2026-01-29,140.443,4.768,1.589
2026-01-30,140.429,4.711,1.588
2026-02-02,140.432,4.6,1.528
2026-02-03,140.481,4.664,1.548
2026-02-04,140.466,4.707,1.531
2026-02-05,140.55,4.679,1.508
2026-02-06,140.586,4.649,1.499
2026-02-09,140.672,4.727,1.535
2026-02-10,140.669,4.733,1.55
2026-02-11,140.733,4.723,1.533
2026-02-12,140.791,4.727,1.559
2026-02-13,140.845,4.671,1.548
2026-02-24,140.861,4.716,1.543
2026-02-25,140.745,4.75,1.552
2026-02-26,140.61,4.735,1.564
2026-02-27,140.698,4.725,1.566
2026-03-02,140.819,4.739,1.544
2026-03-03,140.808,4.678,1.464
2026-03-04,140.929,4.61,1.459
2026-03-05,140.87,4.654,1.482
2026-03-06,140.906,4.667,1.491
2026-03-09,140.737,4.629,1.465
2026-03-10,140.745,4.683,1.495
2026-03-11,140.735,4.711,1.477
2026-03-12,140.739,4.694,1.456
2026-03-13,140.772,4.677,1.45
2026-03-16,140.678,4.68,1.458
2026-03-17,140.68,4.646,1.428
